,Similarity,Category,Subword,Subword_freq,Word,Word_freq
100,0.0045004627,animal,cat,41,magnification,10
101,0.11962902,body_part,ear,67,wearied,1
102,0.048469156,animal,ant,13,anthem,2
103,0.07101392,color,red,201,unanswered,1
104,0.0355507,color,red,201,redevelopers,1
105,0.083645985,animal,cat,41,indelicate,1
106,0.09438004,animal,cat,41,placating,1
107,0.14043693,color,red,201,simmered,1
108,0.051141888,body_part,leg,125,telegraphic,3
109,0.09958738,color,red,201,ruptured,2
110,0.12680192,color,red,201,flared,5
111,0.25797266,animal,ant,13,puissant,2
112,0.0416304,body_part,leg,125,illegitimacy,4
113,0.07133317,animal,rat,9,rational,25
114,0.076299824,animal,rat,9,gratify,1
115,0.10047158,body_part,back,981,backstairs,1
116,0.11457069,color,plum,1,unplumbed,1
117,0.10036974,color,red,201,snickered,2
118,0.020502567,body_part,ear,67,wholeheartedly,1
119,0.13893847,body_part,heart,196,wholeheartedly,1
120,0.098188624,animal,cat,41,wildcatter,1
121,0.21509352,color,tan,9,rectangle,4
122,0.17070027,body_part,back,981,backbend,3
123,0.10528981,color,red,201,petered,1
124,0.14224656,animal,lion,23,pavilion,6
125,0.14302273,body_part,lip,87,clip,8
126,0.038233638,body_part,shin,3,gnashing,2
127,0.040809184,body_part,ear,67,fearlessly,2
128,0.057470877,animal,cat,41,confiscating,1
129,0.066800736,body_part,ear,67,rehearse,1
130,0.13943338,animal,rat,9,incinerator,2
131,0.19385357,body_part,back,981,wingback,1
132,0.15108229,body_part,back,981,backyard,5
133,0.04110665,animal,cat,41,lubricated,1
134,0.022200841,animal,cat,41,educated,21
135,0.12260608,animal,ant,13,anticipatory,1
136,0.12880248,animal,ant,13,canticle,1
137,0.078705974,color,red,201,overpowered,2
138,0.33639097,animal,rat,9,rattler,2
139,0.06436665,animal,cat,41,uneducated,1
140,0.06763986,animal,boar,1,switchboard,1
141,0.039587863,color,red,201,censured,1
142,0.018284118,body_part,eye,523,bogeyed,2
143,0.031205777,body_part,rib,12,bribed,3
144,0.0060365903,body_part,rib,12,attributable,7
145,0.30564603,color,gold,52,goldsmith,1
146,0.029830799,animal,bat,24,battling,3
147,0.109896764,food,rice,33,overpriced,1
148,0.05393847,animal,rat,9,accelerated,13
149,0.014882522,animal,cat,41,categorical,3
150,0.18915635,animal,boar,1,headboard,1
151,0.15511553,body_part,head,467,headboard,1
152,0.145786,color,red,201,peppered,2
153,0.007020388,body_part,arm,215,warmish,1
154,0.45131698,color,white,381,nonwhite,3
155,0.23051977,body_part,ear,67,relearns,1
156,0.2313062,color,plum,1,plumpness,4
157,0.010645327,body_part,leg,125,legume,2
158,0.034118403,animal,ant,13,avant,1
159,0.20864192,color,silver,30,quicksilver,2
160,0.04907194,animal,owl,4,knowledgeable,2
161,0.19014457,animal,owl,4,prowl,2
162,0.17135337,animal,ant,13,pant,9
163,0.14141643,body_part,arm,215,firearm,7
164,0.07825573,body_part,ear,67,firearm,7
165,0.10643024,animal,ant,13,lanthanum,1
166,0.08487934,animal,ant,13,predominantly,7
167,0.17963898,color,red,201,predominantly,7
168,0.2238331,animal,bear,83,bearish,2
169,0.035727452,body_part,ear,67,bearish,2
170,0.083948135,animal,ant,13,defiant,3
171,0.19693103,animal,bear,83,bearer,4
172,0.071490675,body_part,ear,67,bearer,4
173,0.058524825,body_part,shin,3,shiny,3
174,0.29727003,animal,ant,13,necromantic,1
175,0.10594029,body_part,head,467,fountainhead,1
176,0.023101551,body_part,ear,67,clearing,16
177,0.24840082,body_part,wrist,16,wristwatch,2
178,0.014896392,animal,rat,9,perpetration,1
179,0.02160665,animal,ant,13,pleasant,38
180,0.09622126,color,red,201,mattered,5
181,0.03951914,body_part,hip,18,distributorship,1
182,0.03637291,body_part,rib,12,distributorship,1
183,0.12952866,body_part,ear,67,rehearsing,1
184,0.03531435,color,red,201,engendered,9
185,0.04456959,body_part,ear,67,thermonuclear,2
186,0.036247548,animal,cat,41,fabricate,1
187,0.08896118,animal,rat,9,inspiration,10
188,0.030115383,body_part,leg,125,bootlegger,3
189,0.04821304,animal,ant,13,importantly,8
190,0.07948336,color,tan,9,importantly,8
191,0.26925027,animal,owl,4,fowler,2
192,0.09900678,color,red,201,recovered,9
193,0.31524912,color,gold,52,golden,42
194,0.11024199,color,red,201,smoldered,2
195,0.034403462,animal,owl,4,acknowledges,2
196,0.11657641,color,red,201,mirrored,1
197,0.2192329,color,red,201,glared,5
198,0.2555755,color,red,201,lettered,1
199,0.004436458,color,red,201,shattered,13
200,0.019640347,color,red,201,depredation,3
201,0.7020485,color,brown,176,brownish,1
202,0.39284423,color,white,381,whitey,6
203,0.179542,animal,ant,13,phantom,2
204,0.16415158,body_part,eye,523,eyelet,1
205,0.04094679,musical,drum,26,doldrums,1
206,0.16843253,animal,lion,23,stallion,3
207,0.016230425,animal,rat,9,incorporated,13
208,0.12523153,animal,cat,41,delicately,2
209,0.072868794,color,lime,13,complimented,2
210,0.072868794,fruit,lime,13,complimented,2
211,0.07229339,body_part,arm,215,unarmed,4
212,0.57881993,car_brand,boat,123,towboat,1
213,0.38840696,animal,duck,13,ducking,3
214,0.11562826,animal,lion,23,lionized,2
215,0.0010065641,body_part,ear,67,searching,23
216,0.0077713104,body_part,shin,3,unblushing,1
217,0.021610249,color,red,201,implored,2
218,0.08715651,body_part,face,443,effaces,1
219,0.22919908,color,red,201,feathered,4
220,0.071615204,body_part,leg,125,elegance,11
221,0.12318243,color,lime,13,limerick,1
222,0.12318243,fruit,lime,13,limerick,1
223,0.037065532,animal,ant,13,important,369
224,0.005115371,color,tan,9,important,369
225,0.021181438,color,tan,9,standby,3
226,0.30581185,body_part,eye,523,eyeful,1
227,0.0071660713,body_part,leg,125,telegraphing,1
228,0.05943522,animal,ant,13,gantlet,2
229,0.051655296,food,pie,19,impiety,1
230,0.05292744,color,plum,1,plumber,4
231,0.05791473,animal,boar,1,scoreboard,5
232,0.114209436,animal,rat,9,rateable,1
233,0.23914933,body_part,ear,67,earsplitting,2
234,0.011064104,car_brand,car,386,carob,1
235,0.16139622,animal,ant,13,reactant,3
236,0.1357597,color,tan,9,reactant,3
237,0.12882137,animal,ant,13,dormant,5
238,0.0429434,animal,bat,24,debating,4
239,0.0871972,body_part,ear,67,sears,2
240,0.7200758,body_part,vagina,10,vaginal,7
241,0.08659229,animal,rat,9,coloration,2
242,0.08145037,color,red,201,erred,3
243,0.007169619,animal,rat,9,corroborating,1
244,0.036020055,color,tan,9,circumstance,99
245,0.15266389,animal,ant,13,transplantable,1
246,0.0096595185,body_part,leg,125,legation,2
247,0.08766265,animal,rat,9,orate,1
248,0.16960001,animal,ant,13,pantomimic,1
249,0.06320433,color,red,201,declared,66
250,0.06813559,animal,pig,14,epigraph,2
251,0.01579773,body_part,head,467,muddleheaded,1
252,0.015314312,body_part,arm,215,inharmonious,1
253,0.4128669,color,red,201,reddish,3
254,0.05695023,color,tan,9,blatancy,1
255,0.10218675,animal,cat,41,catching,9
256,0.15990148,color,red,201,muttered,17
257,0.045353055,body_part,rib,12,tribute,25
258,0.3140919,color,red,201,splattered,1
259,0.31052896,color,red,201,glittered,1
260,0.3623639,animal,ant,13,antarctica,1
261,0.6756652,body_part,hair,160,hairdo,1
262,0.13658606,animal,rat,9,disintegration,5
263,0.14148082,animal,lion,23,trillion,1
264,0.04846428,body_part,leg,125,legacy,6
265,0.13819912,animal,ant,13,unromantic,1
266,0.07546859,color,red,201,tendered,1
267,0.108543895,body_part,rib,12,indescribable,4
268,0.057714127,animal,owl,4,acknowledgment,3
269,0.07272679,body_part,ear,67,yeard,1
270,0.77847326,food,burger,1,hamburger,10
271,0.021947417,color,red,201,predisposition,13
272,0.030406814,animal,ant,13,vacant,11
273,0.1270988,body_part,rib,12,scribing,1
274,0.07234826,color,red,201,whispered,23
275,0.16202532,animal,owl,4,prowled,1
276,0.14404866,color,pink,50,pinkie,1
277,0.10463513,body_part,liver,17,liverpool,2
278,0.01926591,body_part,shin,3,distinguishing,6
279,0.09182538,color,red,201,irredeemable,2
280,0.3510743,animal,fish,37,fishpond,1
281,0.1405038,color,red,201,uncovered,7
282,0.072941564,body_part,leg,125,legality,1
283,0.0040382342,animal,ant,13,hesitant,3
284,0.0062970575,color,tan,9,hesitant,3
285,0.029653711,color,red,201,boredom,11
286,0.09154517,color,tan,9,stans,2
287,0.038392838,body_part,head,467,redheaded,1
288,0.18947102,color,red,201,redheaded,1
289,0.0023024364,animal,rat,9,inaugurating,1
290,0.24211541,animal,fox,12,outfox,1
291,0.024848254,animal,cow,45,coworkers,2
292,0.022729771,color,red,201,unfettered,4
293,0.012853835,body_part,ear,67,dearer,1
294,0.10639055,body_part,back,981,outback,3
295,0.10677581,car_brand,car,386,carlson,3
296,0.08571291,color,red,201,thundered,2
297,0.10130753,body_part,ear,67,lightyears,1
298,0.016818136,body_part,hip,18,troopship,2
299,0.064678684,animal,bat,24,bathos,1
300,0.0071262303,color,red,201,secured,11
301,0.023917805,car_brand,car,386,cardinal,23
302,0.13364056,animal,rat,9,regenerates,1
303,0.1737166,animal,boar,1,moldboard,1
304,0.08775312,animal,ant,13,assistant,47
305,0.017122071,color,tan,9,assistant,47
306,0.3530125,animal,worm,9,wormy,1
307,0.052360922,body_part,hair,160,chairmanship,2
308,0.010553767,body_part,hip,18,chairmanship,2
309,0.6002037,body_part,ear,67,eardrum,1
310,0.21043935,musical,drum,26,eardrum,1
311,0.15772375,color,red,201,pillared,2
312,0.050083525,animal,cat,41,reclassification,1
313,0.012530513,body_part,arm,215,warms,1
314,0.06901108,color,red,201,jarred,2
315,0.04078371,car_brand,train,98,quatrain,2
316,0.045205534,color,black,206,blackjack,2
317,0.0397734,animal,ant,13,supplanted,1
318,0.10781438,animal,cat,41,confiscated,2
319,0.034844425,body_part,hip,18,whipsawed,1
320,0.07960418,body_part,hand,720,merchandise,7
321,0.01878941,animal,cat,41,communication,95
322,0.15253814,car_brand,car,386,carton,1
323,0.054212388,animal,rat,9,integrative,1
324,0.71965325,body_part,knee,73,kneecap,1
325,0.06846886,animal,rat,9,accurately,24
326,0.04428564,animal,cat,41,inculcation,2
327,0.010122355,animal,rat,9,decorative,8
328,0.01699251,color,plum,1,plumbed,1
329,0.045133896,animal,ant,13,transplant,2
330,0.36541384,animal,horse,185,horsehair,1
331,0.2965009,body_part,hair,160,horsehair,1
332,0.01009388,animal,ant,13,commandant,1
333,0.023985904,animal,ant,13,substantive,3
334,0.035456102,color,tan,9,substantive,3
335,0.18051629,color,red,201,peered,20
336,0.0455995,color,tan,9,metropolitan,34
337,0.022712093,animal,rat,9,exaggerate,8
338,0.2077876,animal,deer,13,deerskin,3
339,0.2069403,body_part,skin,54,deerskin,3
340,0.010158272,color,corn,36,cornwall,1
341,0.08827664,body_part,hip,18,worshipful,2
342,0.099785425,color,red,201,snared,1
343,0.076982506,body_part,lip,87,elliptical,1
344,0.07401307,color,red,201,encountered,30
345,0.28193152,body_part,foot,353,forefoot,1
346,0.08765647,animal,bat,24,debatable,1
347,0.19897817,animal,horse,185,horseplay,2
348,0.19843112,animal,rat,9,ingratitude,1
349,0.007262899,animal,cat,41,adjudicate,1
350,0.084366634,body_part,ear,67,earnest,18
351,0.080897465,car_brand,bus,43,businessman,9
352,0.07998578,animal,cat,41,communicative,6
353,0.014486076,car_brand,car,386,carrie,1
354,0.04464661,body_part,ear,67,switchgear,2
355,0.03128312,body_part,lung,36,plunged,15
356,0.029962093,animal,ant,13,anticipates,2
357,0.27668017,body_part,ear,67,heartbeat,4
358,0.5309542,body_part,heart,196,heartbeat,4
359,0.04328444,body_part,leg,125,underprivileged,3
360,0.012324781,body_part,chest,57,orchestra,64
361,0.13391116,body_part,ear,67,wearing,47
362,0.035799865,body_part,shin,3,squashing,1
363,0.20445617,animal,bear,83,unbearable,6
364,0.054065045,body_part,ear,67,unbearable,6
365,0.09996908,animal,bat,24,bath,31
366,0.13887338,body_part,lip,87,phillips,11
367,0.09271273,animal,ant,13,litigant,5
368,0.09022984,color,tan,9,spontaneity,7
369,0.04510039,body_part,ear,67,earthmoving,1
370,0.04238121,animal,rat,9,operation,197
371,0.093514875,body_part,ear,67,hearth,4
372,0.23084037,body_part,heart,196,hearth,4
373,0.21194126,body_part,brain,63,brainwashing,1
374,0.008458505,body_part,shin,3,brainwashing,1
375,0.09461315,animal,rat,9,elaborately,6
376,0.30139142,body_part,thumb,13,thumbnail,1
377,0.030021839,animal,rat,9,declarative,9
378,0.0060685226,color,tan,9,sultan,7
379,0.041246288,color,red,201,abhorred,1
380,0.064865835,color,red,201,fired,44
381,0.11388529,animal,rat,9,fraternize,1
382,0.41526476,musical,drum,26,drummed,2
383,0.011059748,animal,rat,9,celebrating,5
384,0.29499358,color,tan,9,neapolitan,2
385,0.11327018,color,corn,36,cornered,1
386,0.10555635,color,red,201,cornered,1
387,0.057214465,color,red,201,outmaneuvered,1
388,0.08602621,animal,rat,9,scratch,15
389,0.06171582,car_brand,car,386,carver,1
390,0.12603875,animal,ant,13,chantilly,1
391,0.026150472,body_part,face,443,interface,8
392,0.025555717,animal,rat,9,illustrative,6
393,0.026416501,animal,ant,13,reluctant,15
394,0.0001161327,color,tan,9,reluctant,15
395,0.051545937,animal,ant,13,banter,5
396,0.16327322,body_part,ear,67,clearly,128
397,0.104709744,body_part,ear,67,heartbreaking,2
398,0.19390793,body_part,heart,196,heartbreaking,2
399,0.05865319,body_part,ear,67,nearness,3
400,0.06280636,color,red,201,scoured,3
401,0.38488457,color,violet,9,ultraviolet,14
402,0.0012959061,color,red,201,tortured,9
403,0.114043444,animal,boar,1,outboard,9
404,0.09088717,animal,ant,13,informant,3
405,0.073259614,body_part,ear,67,earthenware,1
406,0.1252755,animal,ant,13,semantically,2
407,0.077358276,animal,lion,23,quintillion,1
408,0.4074589,animal,fish,37,fishmonger,1
409,0.24301672,body_part,tooth,20,toothpaste,1
410,0.029685779,animal,ant,13,conversant,1
411,0.034161333,animal,bat,24,exacerbated,2
412,0.15921886,animal,rat,9,migrating,1
413,0.14947279,animal,ant,13,variant,4
414,0.08684479,body_part,ear,67,leary,1
415,0.019243356,color,red,201,creditor,2
416,0.0374512,animal,rat,9,exasperating,1
417,0.14359279,animal,rat,9,berated,3
418,0.10127931,animal,cow,45,cowering,1
419,0.11413608,body_part,back,981,feedback,4
420,0.07099796,color,red,201,countered,2
421,0.0017726887,color,tan,9,understandably,3
422,0.031898383,animal,ant,13,pageantry,1
423,0.14942956,animal,rat,9,agglomerate,2
424,0.16243611,body_part,ear,67,shearing,7
425,0.06500465,color,red,201,rediscovery,2
426,0.11228393,color,red,201,tiredness,1
427,0.02642632,animal,rat,9,separation,18
428,0.15728232,color,tan,9,butane,1
429,0.11900155,car_brand,boat,123,dreamboat,1
430,0.042292517,animal,ant,13,valiant,1
431,0.021304103,body_part,leg,125,legislation,46
432,0.13331507,animal,ant,13,chant,5
433,0.052362524,body_part,shin,3,flushing,4
434,0.01495251,body_part,ear,67,disappearance,8
435,0.0850794,color,pear,8,disappearance,8
436,0.0850794,fruit,pear,8,disappearance,8
437,0.16746816,body_part,shin,3,relishing,1
438,0.31825384,body_part,breast,20,breasted,6
439,0.026670666,color,red,201,fredericksburg,1
440,0.093565784,animal,crow,4,crowding,5
441,0.13217595,car_brand,bus,43,abused,5
442,0.15911812,animal,ant,13,extant,5
443,0.021032855,color,tan,9,extant,5
444,0.00045515745,car_brand,car,386,carryovers,1
445,0.13755873,animal,ant,13,mantrap,1
446,0.095425375,animal,rat,9,figurative,5
447,0.14194824,body_part,sinus,2,sinusoidal,2
448,0.16060714,color,red,201,freddy,20
449,0.19852282,body_part,ear,67,swear,10
450,0.3643371,color,black,206,blackest,1
451,0.08353837,color,red,201,redirecting,1
452,0.13567938,food,pie,19,preoccupies,1
453,0.08564955,animal,cat,41,catechism,2
454,0.18377708,animal,owl,4,howled,1
455,0.001344417,color,red,201,redressed,1
456,0.019305889,animal,ant,13,philanthropist,1
457,0.3237253,body_part,elbow,17,elbowing,1
458,0.058350034,color,red,201,answered,67
459,0.21785,body_part,back,981,setback,6
460,0.46199864,color,red,201,multicolored,1
461,0.122343875,animal,cow,45,cowardly,3
462,0.025804805,color,red,201,pioneered,3
463,0.04805728,color,tan,9,acceptance,49
464,0.04622142,body_part,ear,67,heartless,1
465,0.1822435,body_part,heart,196,heartless,1
466,0.1228929,food,pie,19,showpiece,1
467,0.0702367,animal,ant,13,claimant,13
468,0.06434772,animal,ant,13,complainant,1
469,0.13009398,food,pie,19,pierce,6
470,0.011095336,color,red,201,shared,40
471,0.20179917,body_part,lip,87,flipper,1
472,0.07301191,animal,ant,13,cantonment,1
473,0.19995497,animal,lion,23,medallion,1
474,0.021075021,color,red,201,explored,11
475,0.042257436,car_brand,car,386,cartilage,2
476,0.025766002,body_part,ear,67,rearguard,1
477,0.0011962906,car_brand,bus,43,bustard,1
478,0.39798346,color,silver,30,silvery,2
479,0.17525855,color,red,201,sputtered,1
480,0.08552956,car_brand,car,386,carved,14
481,0.043791294,animal,mole,4,molesting,1
482,0.56787866,animal,fish,37,codfish,1
483,0.1817563,animal,ant,13,antisocial,2
484,0.18494652,body_part,back,981,tailback,1
485,0.12198062,body_part,shin,3,punishing,1
486,0.23935254,animal,fly,45,flyway,1
487,0.13086051,animal,bat,24,acrobatic,2
488,0.04279666,animal,rat,9,paratroops,1
489,0.69364226,body_part,face,443,faced,54
490,0.028345024,animal,ant,13,covenant,4
491,0.11821235,body_part,arm,215,disarmed,3
492,0.028133444,body_part,arm,215,harmful,4
493,0.10331267,animal,cat,41,ossification,6
494,0.15228096,animal,rat,9,substrate,26
495,0.025507014,animal,rat,9,incorporating,1
496,0.27024257,animal,ant,13,tyrant,3
497,0.04412046,animal,cat,41,advocating,6
498,0.03345657,animal,ant,13,guaranty,1
499,0.035614368,body_part,hip,18,archipelago,2
500,0.029870141,car_brand,bus,43,combustible,1
501,0.039447833,animal,cat,41,educational,70
502,0.050981987,body_part,head,467,headwater,4
503,0.12893501,color,tan,9,tango,3
504,0.003264732,musical,drum,26,drumlin,1
505,0.054054387,animal,ant,13,implant,1
506,0.025370985,body_part,rib,12,distributor,11
507,0.09426646,animal,rat,9,decoration,16
508,0.10231781,animal,ant,13,replanted,1
509,0.07827833,body_part,head,467,egghead,1
510,0.15657227,food,rice,33,price,169
511,0.2227143,animal,bear,83,bearded,10
512,0.6151093,body_part,beard,31,bearded,10
513,0.14388014,body_part,ear,67,bearded,10
514,0.029117225,color,rust,10,trustingly,1
515,0.04336577,color,tan,9,notwithstanding,4
516,0.14325738,animal,ant,13,antipathy,4
517,0.58084804,body_part,finger,106,forefinger,7
518,0.048115484,animal,bat,24,sabbath,2
519,0.44973096,animal,bee,26,beetle,1
520,0.0047985846,animal,rat,9,commemorates,1
521,0.031961724,animal,ant,13,advantage,101
522,0.20298867,animal,ant,13,ungallant,1
523,0.5799293,color,flax,3,flaxseed,3
524,0.0841106,body_part,leg,125,allegory,3
525,0.009969087,animal,rat,9,grateful,25
526,0.07626347,animal,bat,24,subatomic,1
527,0.00757646,animal,rat,9,rated,9
528,0.09941589,car_brand,car,386,carefully,87
529,0.0364773,animal,rat,9,penetrating,14
530,0.03405374,animal,bat,24,verbatim,2
531,0.11472034,body_part,ear,67,nearby,45
532,0.2515657,body_part,back,981,comeback,2
533,0.06734812,color,red,201,inspired,25
534,0.09786015,body_part,shin,3,crushing,7
535,0.027846979,body_part,leg,125,legally,5
536,0.040055584,animal,cat,41,pontificate,1
537,0.07158085,animal,ant,13,noncombatant,1
538,0.031659734,animal,bat,24,noncombatant,1
539,0.09972242,color,tan,9,noncombatant,1
540,0.0044124248,animal,ant,13,substantiate,2
541,0.030362446,color,tan,9,substantiate,2
542,0.022114795,body_part,arm,215,armistice,4
543,0.22145227,animal,boar,1,sideboard,2
544,0.00946316,animal,fly,45,stiffly,9
545,0.098179445,color,tan,9,bystander,1
546,0.052953616,color,red,201,considered,151
547,0.093247086,animal,rat,9,accelerator,8
548,0.06385576,animal,ant,13,dominant,65
549,0.68166137,food,soy,1,soybean,11
550,0.48359385,animal,horse,185,horsemanship,3
551,0.023824105,body_part,hip,18,horsemanship,3
552,0.071971826,body_part,ear,67,reappearance,2
553,0.09629099,color,pear,8,reappearance,2
554,0.09629099,fruit,pear,8,reappearance,2
555,0.07805516,animal,cat,41,objectification,2
556,0.1847075,animal,cat,41,catsup,3
557,0.014004742,animal,rat,9,preparative,3
558,0.091363184,color,tan,9,outstanding,37
559,0.09161712,body_part,bone,53,lazybones,2
560,0.069152266,animal,rat,9,operator,66
561,0.093150765,food,pie,19,preoccupied,11
562,0.11736743,color,red,201,sneered,1
563,0.10078058,color,buff,6,buffered,4
564,0.025278136,color,red,201,buffered,4
565,0.11254683,color,tan,9,stanford,1
566,0.020142535,animal,ant,13,entrant,2
567,0.0008485282,color,red,201,partnered,1
568,0.03748572,animal,cat,41,catapulted,2
569,0.03006101,body_part,lip,87,eclipsed,1
570,0.11797567,body_part,foot,353,football,37
571,0.10351293,animal,ant,13,antic,5
572,0.036696687,animal,rat,9,elaboration,2
573,0.13067302,body_part,head,467,header,1
574,0.039046798,animal,rat,9,confederation,5
575,0.08607312,animal,ant,13,lubricant,2
576,0.083930634,animal,ant,13,mantlepiece,1
577,0.14976607,food,pie,19,mantlepiece,1
578,0.029920036,color,red,201,predictor,1
579,0.051770695,color,red,201,rediscovering,1
580,0.1645044,animal,ant,13,supernatant,1
581,0.14258276,color,tan,9,supernatant,1
582,0.065220386,animal,ant,13,pleasantly,10
583,0.085204296,color,red,201,chauffeured,1
584,0.43191826,animal,bee,26,beehive,1
585,0.07212316,animal,rat,9,remuneration,2
586,0.08211369,body_part,chest,57,orchester,1
587,0.14866716,animal,ant,13,verdant,1
588,0.02870291,body_part,hip,18,traineeship,1
589,0.10818481,car_brand,train,98,traineeship,1
590,0.14280783,animal,rat,9,stratagem,2
591,0.03299918,animal,cat,41,application,93
592,0.072606884,animal,rat,9,lacerate,1
593,0.26809758,color,tan,9,tang,4
594,0.21150874,body_part,skin,54,disking,1
595,0.042627968,body_part,hand,720,merchandising,8
596,0.38379532,car_brand,train,98,training,156
597,0.135082,body_part,leg,125,allegedly,4
598,0.018881714,color,corn,36,scornful,5
599,0.05419136,car_brand,car,386,caress,6
600,0.0032535386,animal,rat,9,magistrate,6
601,0.051901747,body_part,hip,18,speakership,1
602,0.11518009,color,gold,52,goldberg,10
603,0.17169306,body_part,heel,32,wheeled,10
604,0.039569493,body_part,hip,18,ship,126
605,0.15867598,animal,rat,9,exasperated,2
606,0.11009032,animal,rat,9,scratchy,1
607,0.011617925,animal,ant,13,resonant,4
608,0.27287975,animal,cow,45,cowbird,4
609,0.14689852,car_brand,truck,79,struck,59
610,0.03003939,animal,rat,9,cooperates,1
611,0.03594799,body_part,shin,3,washington,206
612,0.17288102,color,tan,9,cosmopolitan,2
613,0.07174396,food,pie,19,copied,3
614,0.08573959,animal,rat,9,decorate,2
615,0.11751392,animal,ant,13,warranted,3
616,0.002280256,animal,cat,41,authentication,2
617,0.021737501,animal,cat,41,classificatory,1
618,0.062382646,body_part,shin,3,washing,46
619,0.088633314,color,corn,36,scorned,2
620,0.049981166,animal,pig,14,pigeonhole,1
