,Similarity,Category,Subword,Subword_freq,Word,Word_freq
45,0.006927601,animal,rat,9,reiterating,1
46,0.09415167,animal,boar,1,blackboard,2
47,0.11087014,color,black,206,blackboard,2
48,0.020961355,animal,rat,9,elaborated,3
49,0.22172257,color,black,206,blackened,5
50,0.094278425,body_part,ear,67,disappearing,5
51,0.062016446,fruit,pear,8,disappearing,5
52,0.09611378,animal,ant,13,vigilant,2
53,0.051070947,fruit,lime,13,complimentary,2
54,0.05424638,color,red,201,offered,83
55,0.038964998,color,red,201,heredity,3
56,0.0989446,vehicle,car,386,carpeted,3
57,0.15899971,animal,ant,13,incessant,4
58,0.12537515,animal,ant,13,philantrophy,1
59,0.051770695,color,red,201,rediscovering,1
60,0.0529138,body_part,arm,215,dharma,1
61,0.07453041,body_part,nose,66,diagnosed,2
62,0.057570722,body_part,hip,18,dictatorship,13
63,0.06075442,animal,owl,4,knowledge,145
64,0.051729493,animal,rat,9,collaborate,2
65,0.042314462,animal,rat,9,illustrate,17
66,0.46874106,musical,drum,26,drummer,3
67,0.09622126,color,red,201,mattered,5
68,0.0847893,animal,rat,9,gratuitous,3
69,0.019640347,color,red,201,depredation,3
70,0.23421168,color,red,201,covered,104
71,0.09553411,vehicle,bus,43,businessmen,15
72,0.35842124,body_part,arm,215,armpit,3
73,0.049426775,animal,rat,9,invigoration,2
74,0.09944554,body_part,ear,67,hearsay,2
75,0.33904237,food,cream,21,creamed,1
76,0.17670254,animal,ant,13,antagonist,7
77,0.095233485,color,red,201,clambered,6
78,0.27033007,body_part,leg,125,legging,1
79,0.046022024,animal,cat,41,catechize,1
80,0.14530212,animal,ant,13,indignantly,1
81,0.13509208,color,red,201,flustered,1
82,0.07578821,animal,rat,9,exoneration,2
83,0.013751652,color,red,201,majored,1
84,0.108308114,animal,ant,13,transplanted,1
85,0.05960243,animal,rat,9,collaboration,12
86,0.031291448,body_part,rib,12,distributive,2
87,0.023416076,animal,rat,9,disintegrative,1
88,0.22619668,body_part,head,467,heading,32
89,0.032909293,color,red,201,accredited,2
90,0.08767971,animal,boar,1,cupboard,4
91,0.065565206,body_part,leg,125,leguminous,1
92,0.04210343,body_part,hand,720,handsome,40
93,0.004038234,animal,ant,13,hesitant,3
94,0.13351771,food,plate,45,plateau,3
95,0.082044035,color,red,201,wired,11
96,0.12597303,body_part,ear,67,earnestness,3
97,0.15180969,body_part,eye,523,eyewitness,2
98,0.07101392,color,red,201,unanswered,1
99,0.028345024,animal,ant,13,covenant,4
100,0.05122945,animal,ant,13,militant,8
101,0.14634229,body_part,leg,125,leggy,1
102,0.05911254,animal,rat,9,gratingly,1
103,0.008392896,color,red,201,detoured,2
104,0.06925866,color,red,201,desired,50
105,0.16415158,body_part,eye,523,eyelet,1
106,0.46999282,food,syrup,4,syrupy,2
107,0.022114795,body_part,arm,215,armistice,4
108,0.12058919,animal,ant,13,scanty,4
109,0.0699614,body_part,hand,720,handyman,3
110,0.010727583,animal,cat,41,purification,4
111,0.025555717,animal,rat,9,illustrative,6
112,0.103352286,animal,rat,9,deliberately,30
113,0.17234921,animal,cat,41,catastrophe,16
114,0.19665708,body_part,knee,73,kneeling,5
115,0.021610249,color,red,201,implored,2
116,0.25049886,color,green,121,greensward,1
117,0.0303761,animal,rat,9,administrative,53
118,0.06606551,animal,ant,13,elegantly,1
119,0.04833475,body_part,leg,125,elegantly,1
120,0.1317605,body_part,lip,87,slippery,5
121,0.02141826,color,red,201,aired,2
122,0.056516606,animal,cat,41,mortification,1
123,0.07248148,body_part,back,981,backer,4
124,0.1480832,animal,ant,13,anta,5
125,0.13567938,food,pie,19,preoccupies,1
126,0.07414204,color,red,201,staggered,12
127,0.023576062,food,rice,33,maurice,7
128,0.02676014,body_part,shin,3,accomplishing,3
129,0.020949334,body_part,shin,3,astonishingly,6
130,0.005854816,animal,rat,9,reverberated,2
131,0.085615605,color,red,201,fevered,1
132,0.011400099,body_part,hip,18,seamanship,1
133,0.17125724,body_part,shin,3,finishing,9
134,0.037596803,body_part,ear,67,earlier,146
135,0.06364095,body_part,lip,87,philippine,7
136,0.20281422,color,green,121,greenfield,2
137,0.2746502,body_part,ear,67,hearing,84
138,0.07229339,body_part,arm,215,unarmed,4
139,0.0725147,body_part,rib,12,distribution,95
140,0.135082,body_part,leg,125,allegedly,4
141,0.18726483,color,white,381,whitening,1
142,0.06309009,animal,rat,9,rattled,2
143,0.020400653,color,red,201,disordered,3
144,0.1786898,body_part,ear,67,overhearing,1
145,0.4044195,animal,horse,185,horseback,3
146,0.11241329,body_part,back,981,horseback,3
147,0.19169946,animal,fox,12,foxhole,2
148,0.084974356,animal,rat,9,idiosyncratic,2
149,0.5894112,body_part,hair,160,haircut,3
150,0.12602745,animal,rat,9,rationality,1
151,0.18265481,color,red,201,bewhiskered,1
152,0.21995336,food,pie,19,piece,221
153,0.09711137,color,red,201,chattered,3
154,0.24011591,color,red,201,perspired,1
155,0.18694745,animal,ant,13,atlantis,2
156,0.3231291,body_part,ear,67,earring,3
157,0.067429565,animal,ant,13,dominantly,1
158,0.13233522,body_part,face,443,scarface,1
159,0.13147517,vehicle,car,386,scarface,1
160,0.070101336,animal,cat,41,multiplication,6
161,0.17245758,vehicle,car,386,cartridge,11
162,0.19128749,body_part,arm,215,armor,4
163,0.053491738,vehicle,train,98,strained,11
164,0.11939368,animal,ant,13,chanter,1
165,0.06073213,body_part,hip,18,shipmate,3
166,0.3370825,body_part,waist,11,waistcoat,1
167,0.041429427,color,red,201,monitored,1
168,0.4567559,animal,cat,41,pussycat,1
169,0.1053613,animal,rat,9,ratified,4
170,0.029307624,animal,rat,9,deliberation,9
171,0.048115484,animal,bat,24,sabbath,2
172,0.090564854,body_part,foot,353,footfall,2
173,0.015017411,animal,cat,41,categorized,1
174,0.19689576,animal,mole,4,molecule,15
175,0.09030685,body_part,foot,353,footman,1
176,0.13389324,body_part,ear,67,bleary,2
177,0.001694424,body_part,ear,67,year,1608
178,0.056477923,body_part,rib,12,describe,41
179,0.018185709,body_part,lip,87,eclipsing,1
180,0.19879001,body_part,face,443,pokerfaced,1
181,0.069636494,animal,cat,41,complicate,2
182,0.6756652,body_part,hair,160,hairdo,1
183,0.1589419,color,red,201,leered,3
184,0.03704142,animal,cat,41,educator,16
185,0.009923428,vehicle,car,386,discard,1
186,0.2987572,body_part,arm,215,underarm,1
187,0.06927367,animal,bear,83,unbearably,1
188,0.10336953,body_part,ear,67,unbearably,1
189,0.021316545,body_part,ear,67,earned,18
190,0.24262124,animal,owl,4,howl,7
191,0.14334181,body_part,foot,353,footbridge,1
192,0.054383494,color,red,201,pampered,1
193,0.24211027,animal,ant,13,indiscriminantly,1
194,0.004436458,color,red,201,shattered,13
195,0.14242408,color,red,201,quivered,1
196,0.07626347,animal,bat,24,subatomic,1
197,0.06171582,vehicle,car,386,carver,1
198,0.3635564,body_part,eye,523,eyesight,1
199,0.011059748,animal,rat,9,celebrating,5
200,0.04333546,animal,bat,24,battle,94
201,0.0247178,animal,cat,41,oversimplification,3
202,0.11024199,color,red,201,smoldered,2
203,0.028277112,animal,fish,37,unselfishly,1
204,0.5191555,animal,fish,37,fisher,6
205,0.03896593,body_part,eye,523,journeyed,2
206,0.06028532,body_part,ear,67,dreary,6
207,0.02048093,animal,cat,41,indication,36
208,0.021330327,body_part,arm,215,disarmament,11
209,0.06857543,animal,cow,45,scowled,4
210,0.14717557,animal,owl,4,scowled,4
211,0.19031796,animal,ant,13,anton,2
212,0.049090084,animal,rat,9,barbiturate,1
213,0.09295189,animal,rat,9,perforated,3
214,0.031932537,body_part,leg,125,legitimate,16
215,0.008079478,body_part,arm,215,harmoniously,1
216,0.047656026,body_part,arm,215,warmongering,1
217,0.08298666,color,red,201,barred,8
218,0.15911812,animal,ant,13,extant,5
219,0.113960885,animal,rat,9,proliferated,1
220,0.000506211,animal,rat,9,comparatively,15
221,0.014896392,animal,rat,9,perpetration,1
222,0.1867479,animal,goat,6,scapegoat,2
223,0.30564603,color,gold,52,goldsmith,1
224,0.01579773,body_part,head,467,muddleheaded,1
225,0.12197602,animal,ant,13,antiquated,4
226,0.03128312,body_part,lung,36,plunged,15
227,0.08251904,animal,rat,9,illiterate,8
228,0.011211946,vehicle,car,386,carbonyl,2
229,0.058115922,body_part,arm,215,pharmacy,5
230,0.02284737,animal,cat,41,dislocation,3
231,0.12983954,vehicle,train,98,restrained,13
232,0.056208592,body_part,head,467,coolheaded,1
233,0.23917702,body_part,hand,720,handcuff,2
234,0.001662084,animal,rat,9,restorative,8
235,0.07240674,color,red,201,chartered,4
236,0.05553894,animal,rat,9,illustrator,2
237,0.08057944,animal,ant,13,antithesis,3
238,0.25252956,color,green,121,greenly,1
239,0.03458376,animal,ant,13,philanthropic,4
240,0.03891965,animal,rat,9,enumerated,2
241,0.016491275,animal,ant,13,adamantly,1
242,0.053372398,animal,ant,13,bantering,1
243,0.046252884,body_part,arm,215,harmony,40
244,0.10926583,animal,ant,13,elegant,14
245,0.069494076,body_part,leg,125,elegant,14
246,0.14422566,color,red,201,cultured,4
247,0.23498397,animal,rat,9,democrat,53
248,0.099785425,color,red,201,snared,1
249,0.17212929,body_part,ear,67,heartfelt,1
250,0.29308414,body_part,heart,196,heartfelt,1
251,0.044258244,color,red,201,shred,8
252,0.13251941,body_part,rib,12,horribly,2
253,0.15709503,color,red,201,unfired,2
254,0.006983621,vehicle,car,386,carnality,1
255,0.013660456,animal,cat,41,dedicated,23
256,0.0231067,vehicle,car,386,carbon,32
257,0.0797959,animal,rat,9,expiration,3
258,0.048646733,animal,rat,9,oratory,3
259,0.03131021,animal,ant,13,transatlantic,1
260,0.0871972,body_part,ear,67,sears,2
261,0.13601542,color,red,201,meredith,18
262,0.050981987,body_part,head,467,headwater,4
263,0.020593321,animal,ant,13,brigantine,1
264,0.119676836,color,red,201,tired,48
265,0.12599547,color,red,201,powered,2
266,0.10550848,animal,cat,41,undedicated,1
267,0.30581185,body_part,eye,523,eyeful,1
268,0.05557054,color,red,201,hankered,1
269,0.12055714,body_part,lip,87,slipping,7
270,0.001826895,animal,ant,13,significant,86
271,0.40725523,animal,worm,9,earthworm,1
272,0.15466316,body_part,ear,67,earthworm,1
273,0.0898391,animal,boar,1,seaboard,4
274,0.12237081,body_part,hand,720,handicraft,1
275,0.024447126,animal,rat,9,arbitration,2
276,0.085787825,body_part,neck,83,redneck,1
277,0.18139662,color,red,201,redneck,1
278,0.00796349,color,red,201,gathered,32
279,0.01926591,body_part,shin,3,distinguishing,6
280,0.061123397,body_part,hip,18,editorship,1
281,0.07827833,body_part,head,467,egghead,1
282,0.24556981,color,red,201,tattered,5
283,0.116094716,animal,ant,13,unimportant,9
284,0.14759651,animal,ant,13,unrepentant,1
285,0.065567024,body_part,arm,215,carmine,2
286,0.029266292,vehicle,car,386,carmine,2
287,0.11880896,animal,ant,13,exuberant,7
288,0.041246288,color,red,201,abhorred,1
289,0.0668779,animal,cat,41,catholicism,8
290,0.1664534,color,red,201,sculptured,5
291,0.056463864,body_part,arm,215,schoolmarm,1
292,0.099556044,body_part,ear,67,yearn,1
293,0.044848245,color,red,201,restored,14
294,0.30364323,body_part,ear,67,heart,196
295,0.025029361,body_part,lung,36,flung,14
296,0.02870291,body_part,hip,18,traineeship,1
297,0.10818481,vehicle,train,98,traineeship,1
298,0.07357309,vehicle,car,386,caressing,5
299,0.10373436,color,red,201,tailored,9
300,0.22492865,body_part,heel,32,wheel,77
301,0.52619994,color,green,121,greening,2
302,0.02427806,animal,rat,9,congratulation,8
303,0.023546558,body_part,rib,12,circumscribed,1
304,0.09437812,animal,rat,9,rattle,6
305,0.05313077,animal,rat,9,administration,161
306,0.17525855,color,red,201,sputtered,1
307,0.06434772,animal,ant,13,complainant,1
308,0.033074155,animal,bat,24,abated,1
309,0.060155004,body_part,hip,18,shipment,18
310,0.03753564,animal,cat,41,intoxicating,1
311,0.26936647,color,red,201,spattered,2
312,0.020739762,body_part,ear,67,cleared,23
313,0.04318299,color,red,201,cleared,23
314,0.025804805,color,red,201,pioneered,3
315,0.063951574,vehicle,bus,43,busied,1
316,0.13431957,color,blue,165,bluestocking,1
317,0.2750658,body_part,thumb,13,thumbed,1
318,0.13819416,animal,rat,9,rationalist,3
319,0.08717672,color,red,201,floured,1
320,0.09415361,animal,rat,9,migrate,1
321,0.10589292,animal,ant,13,gantry,5
322,0.047596447,body_part,eye,523,obeyed,7
323,0.24222304,body_part,hand,720,handmade,2
324,0.04381601,body_part,arm,215,harm,25
325,0.024942884,body_part,hip,18,judgeship,1
326,0.071615204,body_part,leg,125,elegance,11
327,0.11498699,body_part,ear,67,reared,10
328,0.07212423,color,red,201,reared,10
329,0.04815527,body_part,head,467,headwalls,2
330,0.18334559,body_part,hand,720,handy,13
331,0.2977552,animal,crab,2,crabapple,1
332,0.46710345,fruit,apple,15,crabapple,1
333,0.04780094,animal,crow,4,overcrowded,3
334,0.067641236,animal,ant,13,want,400
335,0.008481318,animal,rat,9,narrative,27
336,0.09458326,body_part,arm,215,disarm,2
337,0.06016653,animal,rat,9,refrigerated,5
338,0.3811937,color,green,121,greenness,1
339,0.030780643,animal,rat,9,deliberate,15
340,0.033770733,animal,rat,9,cooperating,7
341,0.07628888,animal,bat,24,battered,9
342,0.15193078,color,red,201,battered,9
343,0.11882154,body_part,ear,67,fearless,7
344,0.04078371,vehicle,train,98,quatrain,2
345,0.049656615,animal,rat,9,imperative,10
346,0.16100657,animal,rat,9,marathon,1
347,0.25542703,body_part,skin,54,buckskin,8
348,0.01495251,body_part,ear,67,disappearance,8
349,0.0850794,fruit,pear,8,disappearance,8
350,0.042142104,body_part,shin,3,lavishing,1
351,0.0330215,body_part,rib,12,tribe,16
352,0.13331507,animal,ant,13,chant,5
353,0.391111,body_part,back,981,backwards,2
354,0.065900415,animal,ant,13,jubilantly,2
355,0.19742145,animal,cow,45,cowhide,1
356,0.13812886,animal,rat,9,conspiratorial,1
357,0.03522033,animal,ant,13,tenant,14
358,0.10559923,animal,ant,13,abundantly,2
359,0.030650385,animal,cat,41,vindication,4
360,0.11944165,body_part,nose,66,diagnose,3
361,0.049873624,animal,rat,9,demonstration,29
362,0.07295986,color,red,201,hunkered,2
363,0.024016209,body_part,rib,12,ascribed,5
364,0.087841146,color,red,201,faltered,3
365,0.05084018,body_part,hand,720,shorthand,2
366,0.036842767,animal,ant,13,relevant,23
367,0.019723786,animal,rat,9,exonerate,2
368,0.14530241,body_part,ear,67,shear,40
369,0.119477876,animal,cat,41,unscathed,2
370,0.14238541,color,red,201,doctored,4
371,0.063844234,animal,rat,9,toleration,1
372,0.16913255,body_part,rib,12,crib,8
373,0.2881301,color,yellow,55,yellowing,2
374,0.021576136,body_part,ear,67,spearhead,1
375,0.23786955,body_part,head,467,spearhead,1
376,0.05642958,fruit,pear,8,spearhead,1
377,0.045353055,body_part,rib,12,tribute,25
378,0.11557729,animal,cat,41,supplicating,2
379,0.07521402,animal,ant,13,triumphantly,8
380,0.18081501,color,red,201,flavored,2
381,0.5562466,food,cream,21,creamy,1
382,0.16528423,animal,rat,9,aeration,7
383,0.105489984,animal,ant,13,vigilantism,1
384,0.089139715,body_part,head,467,overhead,18
385,0.005687018,body_part,arm,215,swarming,3
386,0.07133317,animal,rat,9,rational,25
387,0.015314312,body_part,arm,215,inharmonious,1
388,0.089966275,color,red,201,redo,1
389,0.054054387,animal,ant,13,implant,1
390,0.003710579,animal,rat,9,arbitrated,1
391,0.12032832,animal,ant,13,transcendant,1
392,0.3539983,animal,duck,13,ducked,5
393,0.10130753,body_part,ear,67,lightyears,1
394,0.16392407,body_part,toe,28,tiptoeing,2
395,0.20686482,animal,ant,13,miscreant,2
396,0.18120322,color,red,201,alfredo,3
397,0.059153344,body_part,foot,353,footage,1
398,0.030406814,animal,ant,13,vacant,11
399,0.11082984,body_part,ear,67,endeared,3
400,0.043435555,color,red,201,endeared,3
401,0.17918767,color,red,201,blurred,6
402,0.08536645,vehicle,car,386,hydrocarbon,4
403,0.3488408,food,cheese,9,cheesecloth,1
404,0.002795345,color,red,201,inured,2
405,0.12136348,animal,ant,13,antithyroid,7
406,0.10029563,color,red,201,predominated,1
407,0.06587052,color,red,201,referred,45
408,0.083932966,animal,rat,9,cooperate,11
409,0.016420234,animal,ant,13,romantically,1
410,0.002421035,animal,ant,13,supplanting,1
411,0.2133206,animal,ant,13,wanta,1
412,0.1530428,animal,ant,13,semiquantitative,1
413,0.05731479,color,red,201,entered,98
414,0.12941973,color,red,201,fissured,1
415,0.0080241,color,red,201,centered,14
416,0.22592112,animal,ant,13,nonobservant,1
417,0.05957552,vehicle,car,386,career,81
418,0.02160665,animal,ant,13,pleasant,38
419,0.027502008,body_part,leg,125,bootlegging,1
420,0.12132998,animal,rat,9,desperation,7
421,0.09439554,body_part,ear,67,rectilinear,1
422,0.26688367,color,red,201,flowered,3
423,0.07169667,animal,ant,13,vantage,6
424,0.034657966,animal,rat,9,separately,13
425,0.018654725,color,red,201,ministered,2
426,0.095809124,animal,rat,9,dehydrated,1
427,0.009751144,body_part,arm,215,farmland,2
428,0.054098308,body_part,hip,18,whipping,7
429,0.08440005,animal,bear,83,overbearing,2
430,0.11486424,body_part,ear,67,overbearing,2
431,0.09161712,body_part,bone,53,lazybones,2
432,0.025530044,animal,cat,41,cataclysmic,1
433,0.32648924,animal,ant,13,antelope,7
434,0.15092944,animal,rat,9,conspirator,4
435,0.05241734,color,red,201,transpired,3
436,0.037993114,body_part,ear,67,dearly,4
437,0.26232713,animal,rat,9,vertebrate,2
438,0.02642632,animal,rat,9,separation,18
439,0.56787866,animal,fish,37,codfish,1
440,0.046185248,animal,cat,41,evocative,2
441,0.09436936,color,red,201,ordered,69
442,0.003189641,vehicle,car,386,oscar,9
443,0.20776252,animal,rat,9,inveterate,3
444,0.055949133,animal,fly,45,chiefly,22
445,0.09503923,animal,ant,13,advantageously,1
446,0.030760303,body_part,leg,125,telegraphy,1
447,0.07171876,animal,cat,41,indicating,16
448,0.043488394,animal,ant,13,pursuant,27
449,0.048530523,animal,cat,41,catastrophic,5
450,0.029789204,animal,rat,9,rationalize,5
451,0.34239775,body_part,back,981,backward,22
452,0.059342146,animal,cat,41,relocation,1
453,0.077543974,animal,rat,9,obliterate,2
454,0.29874873,body_part,skin,54,huskiness,1
455,0.11252291,body_part,head,467,godhead,1
456,0.023985904,animal,ant,13,substantive,3
457,0.03286502,color,red,201,unprepared,6
458,0.23497455,animal,ant,13,lantern,15
459,0.014653548,animal,rat,9,arbitrate,3
460,0.08090513,color,red,201,ignored,29
461,0.25323105,animal,ant,13,antiserum,6
462,0.023917805,vehicle,car,386,cardinal,23
463,0.06520175,animal,cat,41,complicating,1
464,0.056405097,animal,cat,41,ramification,4
465,0.06361214,animal,ant,13,slanting,4
466,0.09900678,color,red,201,recovered,9
467,0.019558161,animal,rat,9,rating,19
468,0.061340377,animal,ant,13,clairvoyant,1
469,0.08832078,body_part,ear,67,fear,174
470,0.0994033,animal,dog,145,doggedly,2
471,0.019620977,color,red,201,conquered,3
472,0.08280881,color,red,201,soldered,1
473,0.08694259,animal,ant,13,sergeant,29
474,0.036846396,color,red,201,slaughtered,3
475,0.07906528,animal,wolf,10,wolfe,9
476,0.08327422,vehicle,car,386,electrocardiogram,1
477,0.09148502,animal,fish,37,raffish,1
478,0.16186261,animal,rat,9,extraterrestrial,3
479,0.34342992,animal,ant,13,chrysanthemum,1
480,0.06516035,animal,ant,13,pendant,1
481,0.031582337,color,red,201,warred,1
482,0.005942923,animal,ant,13,substantiation,1
483,0.048981432,vehicle,car,386,caraway,2
484,0.019060407,animal,boar,1,board,286
485,0.25383133,animal,ant,13,peasant,19
486,0.000455157,vehicle,car,386,carryovers,1
487,0.1476657,animal,rat,9,tolerating,1
488,0.3760417,animal,rat,9,rattlesnake,8
489,0.6464701,animal,snake,70,rattlesnake,8
490,0.07674774,color,blue,165,bluebook,1
491,0.028798277,animal,rat,9,corroborated,2
492,0.06505222,food,pie,19,apiece,2
493,0.07628493,animal,ant,13,thant,5
494,0.28372788,animal,ant,13,plantain,1
495,0.004418467,vehicle,train,98,constraining,1
496,0.037375346,color,red,201,hundredth,2
497,0.050108176,animal,cat,41,clarification,5
498,0.056893367,animal,rat,9,rationalization,3
499,0.04150918,color,red,201,hired,25
500,0.1066847,color,red,201,expired,5
501,0.10357447,animal,cat,41,modification,10
502,0.021977108,animal,rat,9,emigrating,1
503,0.12017958,color,red,201,fred,27
504,0.0814007,vehicle,train,98,strain,39
505,0.07822175,animal,cat,41,complicated,30
506,0.19903944,animal,ant,13,intolerant,1
507,0.5768742,animal,fish,37,bluefish,1
508,0.117424235,color,blue,165,bluefish,1
509,0.25743356,body_part,hand,720,handhold,1
510,0.063962854,animal,cat,41,mystification,1
511,0.004120376,animal,rat,9,oratorical,2
512,0.13564458,animal,rat,9,proliferation,5
513,0.14171766,animal,rat,9,paratrooper,1
514,0.07697335,body_part,hand,720,chandler,32
515,0.051141888,body_part,leg,125,telegraphic,3
516,0.062924184,body_part,arm,215,rearmed,1
517,0.05456423,body_part,ear,67,rearmed,1
518,0.0678889,vehicle,car,386,caroline,2
519,0.060797334,animal,owl,4,unacknowledged,1
520,0.001569851,animal,ant,13,decanted,2
521,0.009185785,body_part,rib,12,circumscribing,2
522,0.087947935,color,red,201,predictability,1
523,0.11878001,color,red,201,laundered,1
524,0.052360922,body_part,hair,160,chairmanship,2
525,0.010553767,body_part,hip,18,chairmanship,2
526,0.10157223,vehicle,bus,43,busted,3
527,0.013500731,body_part,hip,18,statesmanship,2
528,0.05181962,animal,rat,9,erratically,1
529,0.002046014,animal,rat,9,strategically,2
530,0.06394805,animal,rat,9,frustrate,4
531,0.092631124,color,red,201,redirect,1
532,0.048442602,animal,cat,41,scattered,27
533,0.10999466,color,red,201,scattered,27
534,0.11472034,body_part,ear,67,nearby,45
535,0.03368777,body_part,hip,18,censorship,5
536,0.04296592,body_part,hip,18,championship,9
537,0.13509189,animal,ant,13,portant,1
538,0.21035148,animal,rat,9,autocrat,1
539,0.020741487,body_part,ear,67,nearer,14
540,0.031961724,animal,ant,13,advantage,101
541,0.12014876,color,red,201,captured,17
542,0.04523923,food,pie,19,timepiece,1
543,0.021303572,body_part,lung,36,plunging,3
544,0.032744914,vehicle,car,386,carryover,12
545,0.118863,animal,ant,13,fantasist,1
546,0.011650157,vehicle,car,386,bicarbonate,1
547,0.018079046,color,red,201,uttered,5
548,0.10536469,body_part,back,981,backpack,1
549,0.034161333,animal,bat,24,exacerbated,2
550,0.29567707,body_part,hand,720,handkerchief,10
551,0.1618499,vehicle,car,386,cargo,7
552,0.059104666,body_part,heel,32,wheeler,4
553,0.27391794,animal,ant,13,currant,2
554,0.15630467,color,red,201,sugared,1
555,0.016818136,body_part,hip,18,troopship,2
556,0.062382646,body_part,shin,3,washing,46
557,0.26925027,animal,owl,4,fowler,2
558,0.007165738,color,red,201,credulity,3
559,0.038277112,animal,cat,41,indicated,108
560,0.2694903,body_part,lip,87,lipstick,3
561,0.004500463,animal,cat,41,magnification,10
562,0.024511773,vehicle,car,386,carcinoma,1
563,0.001196291,vehicle,bus,43,bustard,1
564,0.14960612,body_part,hair,160,hairpin,1
565,0.112789944,animal,rat,9,grating,2
566,0.24301672,body_part,tooth,20,toothpaste,1
567,0.021373337,body_part,leg,125,legitimized,3
568,0.005049752,body_part,rib,12,tribune,13
569,0.037364986,animal,cat,41,catalytic,2
570,0.112130225,animal,bear,83,beardless,1
571,0.5448008,body_part,beard,31,beardless,1
572,0.08879469,body_part,ear,67,beardless,1
573,0.020460851,vehicle,car,386,scarcity,3
574,0.0668626,vehicle,car,386,discarded,8
575,0.007166071,body_part,leg,125,telegraphing,1
576,0.30739683,body_part,skin,54,skinless,4
577,0.034857035,color,red,201,endured,11
578,0.05104846,animal,ant,13,tantalizing,4
579,0.022951728,body_part,shin,3,wishing,5
580,0.17744064,body_part,arm,215,armed,60
581,0.0364776,food,plate,45,contemplated,5
582,0.049190983,color,red,201,matured,2
583,0.029920036,color,red,201,predictor,1
584,0.007400945,animal,crow,4,overcrowding,1
585,0.03502975,color,red,201,redding,1
586,0.1374981,animal,ant,13,resultant,17
587,0.05279468,body_part,chest,57,orchestral,4
588,0.025278136,color,red,201,buffered,4
589,0.012953701,body_part,arm,215,pharmacist,1
590,0.003489732,animal,cat,41,cater,4
591,0.7634549,food,mayo,1,mayonnaise,2
592,0.029509127,body_part,leg,125,delegated,4
593,0.06979617,animal,rat,9,adminstration,1
594,0.03299918,animal,cat,41,application,93
595,0.11949347,animal,ant,13,instantly,19
596,0.018355757,animal,dog,145,endogamous,1
597,0.15657227,food,rice,33,price,169
598,0.40714967,body_part,bone,53,cheekbone,6
599,0.438156,body_part,cheek,33,cheekbone,6
600,0.046546802,animal,rat,9,rationale,6
601,0.45632237,animal,pig,14,pigeon,4
602,0.06534645,color,red,201,retired,35
603,0.047259483,color,red,201,aspired,1
604,0.003567555,body_part,hip,18,partnership,18
605,0.027144197,color,red,201,murdered,9
606,0.0843652,animal,ant,13,truant,1
607,0.000599079,body_part,skin,54,asking,67
608,0.096125096,body_part,hip,18,showmanship,11
609,0.021553684,vehicle,car,386,apothecary,3
610,0.004923768,color,red,201,redefinition,1
611,0.094043426,animal,rat,9,overrated,1
612,0.011564872,body_part,breast,20,abreast,5
613,0.04212002,body_part,ear,67,clear,220
614,0.32878307,body_part,heel,32,cartwheel,2
615,0.1211391,vehicle,car,386,cartwheel,2
616,0.10839676,body_part,hip,18,marksmanship,4
617,0.6631456,musical,trumpet,7,trumpeter,1
618,0.22202411,animal,rat,9,refrigerator,25
619,0.301984,animal,cat,41,catkin,7
620,0.11788192,body_part,back,981,quarterback,6
